SLOCStandard	McCabe	Mcclure	Readability	MaintainabilityIndex	file
3	1	0	1.4747232489753515E-4	128.31268310546875	731.json
9,11,11,11,11,11,11	2,2,2,2,2,2,2	0,0,0,0,0,0,0	0.011253402568399906,0.024606674909591675,0.024606674909591675,0.024606674909591675,0.049506381154060364,0.049165815114974976,0.04925820231437683	105.38304138183594,101.46061706542969,101.46061706542969,101.46061706542969,101.7466812133789,101.7466812133789,101.7466812133789	183.json
3,3,3,3,3,3,3,3,3,3,3,3,3	1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0,0,0,0,0,0	0.7839285731315613,0.874309241771698,0.8678339719772339,0.5677812695503235,0.8981398940086365,0.5677812695503235,0.21139097213745117,0.1883281022310257,0.21139097213745117,0.2350306361913681,0.06697424501180649,0.06697424501180649,0.0706401988863945	132.43687438964844,131.1385955810547,131.1385955810547,129.93223571777344,130.57513427734375,129.93223571777344,129.81976318359375,129.81976318359375,129.81976318359375,129.81976318359375,129.34671020507812,129.34671020507812,129.34671020507812	415.json
8,8	2,2	3,3	0.08334894478321075,0.1713886857032776	108.0998306274414,108.0998306274414	431.json
2,2	1,1	0,0	0.14500656723976135,0.14500656723976135	137.7220458984375,137.7220458984375	284.json
3,3,3	1,1,1	0,0,0	0.7525098323822021,0.7525098323822021,0.7525098323822021	131.1535186767578,131.1535186767578,131.1535186767578	220.json
12,10,11	4,3,3	4,2,2	0.14930938184261322,0.13467718660831451,0.14510929584503174	100.11544799804688,104.85218811035156,103.20310974121094	307.json
3,3,3,3,3,3,3,5,5,6,7,8,9	1,1,1,1,1,1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0,0,0,0,0,0	0.4940894544124603,0.600289523601532,0.4940894544124603,0.4940894544124603,0.5153855085372925,0.5153855085372925,0.5153855085372925,0.4803065359592438,0.5102869272232056,0.34053653478622437,0.18099366128444672,0.09838233143091202,0.042760882526636124	130.07347106933594,131.28770446777344,130.07347106933594,130.07347106933594,129.81976318359375,129.81976318359375,129.81976318359375,119.94457244873047,119.94457244873047,116.20022583007812,113.0007095336914,110.20561981201172,107.72306823730469	530.json
10,13,13,26,13,13,13,15,15,15,15,16,16,17,17,5,17,5,6,6,6,6,6,17,16,16,16,17,8,8,8,8,8,15,14	2,3,3,5,3,3,3,3,3,3,3,2,2,2,2,1,2,1,1,1,1,1,1,4,4,4,4,4,2,2,2,2,2,3,2	0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,3,3	0.08735039085149765,0.013238213956356049,0.013238213956356049,3.548657987266779E-4,0.013238213956356049,0.018075428903102875,0.018075428903102875,0.01438429020345211,0.021526025608181953,0.02153746224939823,0.025041136890649796,0.055277056992053986,0.06264034658670425,0.05553095415234566,0.17908504605293274,0.3631126284599304,0.05553095415234566,0.06764261424541473,0.0691692978143692,0.07185842096805573,0.07185842096805573,0.07185842096805573,0.07185842096805573,0.013794111087918282,0.026090305298566818,0.02461184747517109,0.022848419845104218,0.01368679478764534,0.0524761825799942,0.05002739652991295,0.050083015114068985,0.054666273295879364,0.07979025691747665,0.10448137670755386,0.06788948178291321	104.62786102294922,98.05545806884766,98.05545806884766,82.56888580322266,98.05545806884766,98.05545806884766,98.05545806884766,94.57496643066406,94.63439178466797,94.63439178466797,94.63439178466797,94.40110778808594,94.40110778808594,93.05883026123047,92.7773208618164,116.80333709716797,93.05883026123047,117.03448486328125,114.08087921142578,114.08087921142578,114.08087921142578,114.08087921142578,114.08087921142578,92.76518249511719,94.07445526123047,94.07445526123047,93.73046112060547,92.33848571777344,108.78446960449219,108.78446960449219,108.14181518554688,108.67498779296875,108.78446960449219,95.8881607055664,97.3106689453125	526.json
2,2,2,2,2,3,3,3	1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0	0.8194022178649902,0.8194022178649902,0.7586172819137573,0.8550093770027161,0.7586172819137573,0.9458655118942261,0.9752311110496521,0.9752311110496521	140.82913208007812,140.82913208007812,139.0139617919922,140.82913208007812,139.0139617919922,132.4454345703125,132.4454345703125,132.4454345703125	403.json
3,3	1,1	0,0	0.5991870760917664,0.5941937565803528	131.60296630859375,131.60296630859375	577.json
8	2	0	0.12444764375686646	108.18831634521484	44.json
2,2,2	1,1,1	0,0,0	0.9338979721069336,0.9338979721069336,0.9338979721069336	140.82913208007812,140.82913208007812,140.82913208007812	250.json
