SLOCStandard	McCabe	Mcclure	Readability	MaintainabilityIndex	file
14,14,14	3,3,3	4,4,4	1.2572635023389012E-4,1.2572635023389012E-4,1.3584212865680456E-4	93.00374603271484,93.00374603271484,93.03453826904297	4925.json
6,5,5,5	1,1,1,1	0,0,0,0	0.03898560628294945,0.12264922261238098,0.12487199902534485,0.12487199902534485	113.3419189453125,117.93550109863281,117.93550109863281,117.93550109863281	4281.json
3,3	1,1	0,0	0.001523889834061265,0.001523889834061265	128.4090576171875,128.4090576171875	6491.json
4,4	2,2	2,2	0.0019769431091845036,0.0019769431091845036	119.26423645019531,119.26423645019531	2184.json
4,4,4	1,1,1	0,0,0	0.3595866858959198,0.3595866858959198,0.49570536613464355	125.15930938720703,125.15930938720703,125.15930938720703	4913.json
5	1	0	0.018943915143609047	118.0075454711914	15388.json
4,4,4	1,1,1	0,0,0	0.3925507962703705,0.30678388476371765,0.30678388476371765	123.59581756591797,123.87862396240234,123.87862396240234	16260.json
4,4,4,4,4,4	1,1,1,1,1,1	0,0,0,0,0,0	0.9300015568733215,0.9275693893432617,0.9275693893432617,0.9275693893432617,0.9275693893432617,0.9275693893432617	126.0733642578125,126.0733642578125,126.0733642578125,126.0733642578125,126.0733642578125,126.0733642578125	14758.json
7,7,7,7,7,7,7	2,2,2,2,2,2,2	0,0,0,0,0,0,0	0.0928092822432518,0.10195019841194153,0.18459078669548035,0.08905654400587082,0.05552373826503754,0.05552373826503754,0.05552373826503754	111.36113739013672,111.36113739013672,111.36113739013672,111.067138671875,111.067138671875,111.067138671875,111.067138671875	8739.json
8,8	1,1	0,0	0.02017446979880333,0.02017446979880333	108.48876953125,108.48876953125	21187.json
7,7,7	1,1,1	0,0,0	0.08228863030672073,0.08228863030672073,0.08228863030672073	111.00830841064453,111.00830841064453,111.00830841064453	5081.json
6,6,6,6,7,7	1,1,1,1,1,1	0,0,0,0,0,0	0.16982582211494446,0.1651650220155716,0.17662107944488525,0.18349899351596832,0.06651098281145096,0.06651098281145096	116.1915054321289,116.1915054321289,116.89459228515625,116.89459228515625,112.41233825683594,112.41233825683594	4428.json
14,16,16,16,17,17,17,17,17	2,2,2,2,2,2,2,2,2	2,2,2,2,2,2,2,2,2	7.041191565804183E-4,6.659453501924872E-4,9.31289279833436E-4,9.31289279833436E-4,0.0012924374314025044,0.0012924374314025044,9.19225683901459E-4,9.19225683901459E-4,9.19225683901459E-4	94.31956481933594,92.10929870605469,92.57907104492188,92.57907104492188,91.42003631591797,91.42003631591797,90.96288299560547,90.96288299560547,90.96288299560547	8474.json
4,4,4	1,2,2	0,2,2	0.5485281348228455,0.4515235424041748,0.4483290910720825	123.59581756591797,121.91535949707031,121.91535949707031	15746.json
7,9,9,9,9,8,8	1,1,1,1,1,1,1	0,0,0,0,0,0,0	0.3578740656375885,0.29098397493362427,0.23438134789466858,0.2926613688468933,0.32443293929100037,0.6354549527168274,0.6354549527168274	109.03759002685547,103.76028442382812,103.56647491455078,103.79609680175781,103.79609680175781,106.75398254394531,106.75398254394531	3721.json
3,3,3,3	1,1,1,1	0,0,0,0	0.7212031483650208,0.7212031483650208,0.7212031483650208,0.620217502117157	132.25152587890625,132.25152587890625,132.25152587890625,132.25152587890625	14017.json
3	1	0	0.7212120294570923	133.59722900390625	731.json
4	1	0	0.7648202776908875	125.64796447753906	23101.json
5	1	0	0.025146393105387688	122.4339599609375	17454.json
7,8,8,8,12,12,12	1,1,1,1,1,1,1	0,0,0,0,0,0,0	0.011700927279889584,0.004585391376167536,0.004497725982218981,0.0053939009085297585,0.0,0.0,0.0	111.02395629882812,108.04351806640625,108.04351806640625,107.9864501953125,98.85353088378906,98.85353088378906,98.85353088378906	4623.json
6,6,3,3,3,3	2,2,1,2,2,2	4,4,0,2,2,2	0.056654006242752075,0.05696291849017143,0.07409108430147171,0.10694558173418045,0.11035849899053574,0.11035849899053574	114.34648895263672,114.15511322021484,128.22288513183594,126.80218505859375,127.03739166259766,127.03739166259766	1808.json
4	1	0	0.6958103179931641	125.64796447753906	11890.json
8,8	2,2	0,0	0.06250730156898499,0.06558447331190109	108.42272186279297,108.2587661743164	17807.json
