SLOCStandard	McCabe	Mcclure	Readability	MaintainabilityIndex	file
14	4	9	0.019335046410560608	94.55570220947266	4925.json
4	1	0	5.113229271955788E-4	120.95364379882812	4281.json
7	2	3	0.15722079575061798	110.32292938232422	6491.json
3	1	0	0.7075808048248291	132.25152587890625	2184.json
3	1	0	0.7574662566184998	132.25152587890625	4913.json
3	1	0	2.4122583272401243E-4	128.62307739257812	148.json
3,3	1,1	0,0	0.41497603058815,0.1045980304479599	130.99049377441406,130.44261169433594	11879.json
3	1	0	0.8626514673233032	132.25152587890625	15388.json
17,17,3,16,16,16	6,6,1,6,6,6	9,9,0,9,9,9	0.03267587348818779,0.03267587348818779,0.09059587866067886,0.030646394938230515,0.02974705398082733,0.030646394938230515	93.14022827148438,93.14022827148438,127.87090301513672,94.12234497070312,94.12234497070312,94.12234497070312	14050.json
4	1	0	1.526435517007485E-4	120.70597839355469	12851.json
5	1	0	0.6162266135215759	120.74615478515625	16260.json
4,4	1,1	0,0	0.17600755393505096,0.17600755393505096	123.79976654052734,123.79976654052734	14758.json
3	1	0	0.09133462607860565	130.45266723632812	8739.json
3	1	0	0.40378665924072266	129.81976318359375	21187.json
3	1	0	0.6910578608512878	132.25152587890625	5081.json
3,3,3,3	1,1,1,1	0,0,0,0	0.09017179906368256,0.10986553877592087,0.09017179906368256,0.0	129.0215301513672,128.712890625,129.0215301513672,126.00349426269531	18737.json
3	1	0	0.3301859498023987	130.7338104248047	22515.json
3,5,5,9	1,2,2,3	0,2,2,4	0.03987092897295952,0.06715215742588043,0.06715215742588043,0.016343291848897934	126.87342071533203,116.99040222167969,116.99040222167969,105.70626068115234	11120.json
3	1	0	0.00101607502438128	127.690673828125	4428.json
3	1	0	0.43334394693374634	132.25152587890625	15746.json
3	1	0	0.42756831645965576	131.91592407226562	3721.json
3,3	1,1	0,0	4.995200433768332E-4,4.995200433768332E-4	126.7169418334961,126.7169418334961	14017.json
3	1	0	0.6814351677894592	132.25152587890625	8365.json
3	1	0	0.004911564290523529	126.36177825927734	731.json
3,3,3,3	1,1,1,1	0,0,0,0	0.4264162480831146,0.7579352259635925,0.7579352259635925,0.4180271327495575	128.60531616210938,130.57513427734375,130.57513427734375,128.91311645507812	17454.json
3,3	1,1	0,0	0.40853381156921387,0.4005013704299927	129.47398376464844,129.47398376464844	4623.json
3	1	0	0.7619162201881409	130.18594360351562	183.json
15,15	3,3	4,4	0.6886010766029358,0.6866865158081055	95.62737274169922,95.62737274169922	1808.json
3	1	0	0.6096872687339783	130.85629272460938	11890.json
4	1	0	0.0	120.46957397460938	22087.json
4	1	0	0.006528432480990887	121.02215576171875	20463.json
9	3	2	0.23197001218795776	106.77572631835938	18288.json
3,3	1,1	0,0	0.9538750052452087,0.9538750052452087	133.18099975585938,133.18099975585938	15625.json
9	3	3	0.02741904743015766	104.88094329833984	5782.json
3,3	1,1	0,0	0.7135153412818909,0.7135153412818909	130.99049377441406,130.99049377441406	9386.json
3	1	0	0.03019798919558525	127.26919555664062	1926.json
3,3,3,3	1,1,1,1	0,0,0,0	0.9441416263580322,0.4247967302799225,0.9458990693092346,0.44420769810676575	130.45266723632812,130.45266723632812,131.28770446777344,130.85629272460938	11181.json
5	2	2	0.2897840738296509	117.63319396972656	21948.json
11,10,10	3,3,3	3,3,3	0.2744666039943695,0.25366339087486267,0.25366339087486267	102.3546371459961,103.8986587524414,103.8986587524414	17137.json
3	1	0	0.029957318678498268	129.12539672851562	16406.json
3	1	0	0.7721199989318848	131.60296630859375	5530.json
4,4	1,1	0,0	0.052352748811244965,0.052352748811244965	121.90575408935547,121.90575408935547	14296.json
11,11,11	3,3,3	0,0,0	1.0123827814823017E-4,0.0,0.0	98.98700714111328,99.07939910888672,99.07939910888672	15430.json
4	2	2	0.04360875487327576	121.25740051269531	6513.json
7	1	0	0.003203972242772579	108.33606719970703	4016.json
3	1	0	0.8122559189796448	131.28770446777344	5586.json
3	1	0	0.5569150447845459	129.94700622558594	20894.json
5	1	0	0.0017472218023613095	116.80007934570312	10416.json
3,3	1,1	0,0	0.24726828932762146,0.6511716246604919	129.0215301513672,130.34019470214844	6428.json
3,3,3,3	1,1,1,1	0,0,0,0	0.7458831071853638,0.3209800124168396,0.2686353623867035,0.7099959254264832	130.57513427734375,129.81976318359375,130.57513427734375,131.43582153320312	19772.json
3	1	0	0.0	127.34163665771484	6262.json
3,3,3	1,1,1	0,0,0	0.7096672058105469,0.7096672058105469,0.23945321142673492	129.81976318359375,129.81976318359375,129.81976318359375	10921.json
3,3,3	1,1,1	0,0,0	0.9493226408958435,0.9493226408958435,0.9731925129890442	128.60531616210938,128.60531616210938,129.58164978027344	21296.json
3,3,5,3	1,1,1,1	0,0,0,0	0.10018686205148697,0.10018686205148697,0.19764231145381927,0.31907984614372253	128.22288513183594,128.22288513183594,118.5140380859375,128.62307739257812	18574.json
13	3	8	4.7951206215657294E-4	95.48912811279297	6348.json
3,3	1,1	0,0	0.9412621855735779,0.5691288113594055	134.26058959960938,132.61029052734375	3198.json
9	2	3	0.008246902376413345	103.98809814453125	18357.json
27,27	6,6	11,11	0.002301510190591216,0.002173492219299078	81.49749755859375,81.49749755859375	3663.json
3	1	0	0.5349774360656738	130.99049377441406	10794.json
12,12	3,3	4,4	0.014265306293964386,0.01370371412485838	97.92047882080078,97.80864715576172	18211.json
5	2	7	0.17799703776836395	117.84797668457031	14814.json
3,3	1,1	0,0	0.2427990734577179,0.507156252861023	130.18594360351562,130.45266723632812	9518.json
3,3	1,1	0,0	0.31180715560913086,0.31180715560913086	129.1480712890625,129.1480712890625	12222.json
6,6,6	2,2,2	2,2,2	0.020333625376224518,0.018347764387726784,0.044547513127326965	114.02980041503906,114.02980041503906,114.02980041503906	415.json
3	1	0	0.00938488356769085	128.21994018554688	4040.json
3	1	0	0.9367400407791138	132.9956512451172	9358.json
3	1	0	0.7310472726821899	131.60296630859375	22655.json
2	1	0	0.9753791093826294	142.4026641845703	21243.json
9,3	3,1	4,0	0.6963452100753784,0.7153492569923401	105.96174621582031,130.57513427734375	7397.json
3,3,3	2,2,2	2,2,2	0.6103014349937439,0.6103014349937439,0.5948564410209656	128.2789306640625,128.2789306640625,128.2789306640625	20873.json
4	1	0	2.622317406348884E-4	120.15609741210938	12088.json
3,3,3	1,1,1	0,0,0	0.7302966713905334,0.7302966713905334,0.3533976078033447	132.25152587890625,132.25152587890625,130.85629272460938	13560.json
7,7,10,10,8,8,8	2,2,3,3,2,2,2	0,0,0,0,0,0,0	0.3173750936985016,0.3173750936985016,0.3213258683681488,0.320963978767395,0.2344183325767517,0.2223833203315735,0.2344183325767517	111.84925079345703,111.84925079345703,104.19783782958984,104.0461654663086,108.613037109375,108.613037109375,108.613037109375	17567.json
3	1	0	0.7188308238983154	129.81976318359375	3421.json
3,3	1,1	0,0	0.41198912262916565,0.41198912262916565	129.57785034179688,129.57785034179688	13428.json
18,18	4,4	4,4	8.376289042644203E-4,2.874756173696369E-4	88.34368896484375,88.27481842041016	11338.json
3,3	1,1	0,0	0.4294116497039795,0.44177526235580444	129.14646911621094,129.14646911621094	4374.json
10	3	5	0.018688160926103592	102.05125427246094	7188.json
5,6,6	2,2,2	2,2,2	0.007280868012458086,0.01619960367679596,0.03834573179483414	117.17169952392578,114.21808624267578,114.21808624267578	431.json
6,6,6,3	1,1,1,1	0,0,0,0	0.11142069101333618,0.11142069101333618,0.1551533192396164,0.10200185328722	114.64286041259766,114.64286041259766,114.64286041259766,130.07347106933594	18371.json
3	1	0	0.717435359954834	133.80813598632812	20230.json
3,3	1,1	0,0	0.6904761791229248,0.6833043694496155	130.57513427734375,130.57513427734375	6171.json
5,5,5,5	1,1,1,1	0,0,0,0	0.01804070733487606,0.01804070733487606,0.03334667906165123,0.055788956582546234	119.84819793701172,119.84819793701172,120.3299331665039,119.66572570800781	21358.json
3,3	1,1	0,0	0.814018726348877,0.8043121099472046	129.93223571777344,129.93223571777344	3796.json
3,3,3,3	1,1,1,1	0,0,0,0	0.19346077740192413,0.19346077740192413,0.19346077740192413,0.19346077740192413	129.81976318359375,129.81976318359375,129.81976318359375,129.81976318359375	19826.json
3	1	0	0.2127581536769867	129.37762451171875	14958.json
3	1	0	0.04226642847061157	128.62307739257812	3575.json
3	1	0	0.7460388541221619	130.85629272460938	6239.json
3	1	0	0.28669074177742004	127.87090301513672	4044.json
3	1	0	0.365230917930603	129.14646911621094	7359.json
3	1	0	0.9674601554870605	133.59722900390625	7760.json
5,5	1,1	0,0	0.4244522154331207,0.4244522154331207	119.76210021972656,119.76210021972656	16300.json
3	1	0	0.0	125.94194793701172	1490.json
11	3	4	0.02068587765097618	101.26422119140625	6364.json
3	1	0	0.3534640073776245	128.91311645507812	9233.json
3,3	1,1	0,0	0.7930901050567627,0.7783102989196777	130.18594360351562,130.45266723632812	16068.json
12	3	4	0.014215596951544285	98.0347671508789	7064.json
8,8	2,2	3,3	0.7113398909568787,0.5605984330177307	109.89676666259766,109.25679779052734	7264.json
9,9,9,10	4,4,4,4	1,1,4,4	0.9618218541145325,0.9618218541145325,0.9119524359703064,0.8856470584869385	108.01293182373047,108.01293182373047,108.22303771972656,106.51619720458984	11110.json
3,3,3,3,3,3,3,3	1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0	0.7256883382797241,0.7661996483802795,0.8249346613883972,0.7165003418922424,0.7165003418922424,0.8249346613883972,0.34959277510643005,0.07903506606817245	130.99049377441406,132.79563903808594,131.1535186767578,131.75106811523438,131.75106811523438,131.1535186767578,131.28770446777344,129.93223571777344	12525.json
4	1	0	0.010354621335864067	120.8353271484375	1044.json
6,6	1,1	0,0	0.0,0.0	111.63729095458984,111.63729095458984	14627.json
1,1,1,1,1	1,1,1,1,1	0,0,0,0,0	0.9538617730140686,0.9607219099998474,0.9607219099998474,0.9607219099998474,0.9607219099998474	152.05810546875,152.05810546875,152.05810546875,152.05810546875,152.05810546875	19595.json
8	1	0	0.10391831398010254	106.40357971191406	10617.json
7,7	2,2	3,3	0.464069128036499,0.464069128036499	110.88778686523438,110.88778686523438	17902.json
5,6,6,6,6	1,1,1,1,1	0,0,0,0,0	0.002825099276378751,0.0037181167863309383,0.0039041207637637854,0.0037922291085124016,0.0039041207637637854	116.79476165771484,113.9580078125,113.78408813476562,113.78408813476562,113.78408813476562	13831.json
3,3	1,1	0,0	0.4956194758415222,0.5170720219612122	131.9385528564453,131.9385528564453	9089.json
3	1	0	0.011587104760110378	128.1388702392578	4080.json
3	1	0	0.6849416494369507	130.70933532714844	15553.json
9,9,8,8,8	4,4,4,4,4	6,6,6,6,6	0.0027468285989016294,0.0027468285989016294,0.001834470545873046,0.0018672512378543615,0.001834470545873046	103.04773712158203,103.04773712158203,104.8509750366211,104.8509750366211,104.8509750366211	16091.json
3,3	1,1	0,0	0.536243736743927,0.536243736743927	129.7158966064453,129.7158966064453	12381.json
3	1	0	0.7607546448707581	132.9956512451172	333.json
16	5	0	0.110954649746418	92.74381256103516	10055.json
3	1	0	0.9631229639053345	130.7338104248047	284.json
7,7	2,2	4,4	0.1759319305419922,0.16731798648834229	111.01065063476562,111.01065063476562	5979.json
3	1	0	0.7286946177482605	131.28770446777344	2978.json
9,9,8,8,8,8	2,2,2,2,2,2	2,2,2,2,2,2	0.7601020932197571,0.7601020932197571,0.1830849051475525,0.7663530111312866,0.1830849051475525,0.7663530111312866	108.55693817138672,108.55693817138672,109.28429412841797,111.0599594116211,109.28429412841797,111.0599594116211	14067.json
3	1	0	0.6835407614707947	134.26058959960938	4512.json
3	1	0	0.022604944184422493	129.2428436279297	11080.json
5	1	0	0.8905052542686462	120.96249389648438	5176.json
3	1	0	0.7451720237731934	131.28770446777344	2514.json
3,12	1,3	0,2	0.31585416197776794,0.03085237927734852	130.07347106933594,100.66156768798828	10881.json
11	1	0	0.003450254676863551	101.89605712890625	19201.json
3,3	1,1	0,0	0.5980451703071594,0.5980451703071594	129.7158966064453,129.7158966064453	22400.json
3	1	0	0.9040648937225342	132.25152587890625	8668.json
3	1	0	0.12289220839738846	127.36779022216797	5914.json
15	4	7	0.021610775962471962	93.78528594970703	13306.json
3	1	0	0.8195361495018005	130.45266723632812	18207.json
4	1	0	0.04461080580949783	122.5160903930664	17979.json
3	1	0	0.9014486074447632	130.99049377441406	8899.json
4,4	1,1	0,0	0.0,0.0	119.19036865234375,119.78073120117188	6256.json
6	1	0	2.630561648402363E-4	113.55261993408203	6961.json
8	1	0	0.23534302413463593	112.33051300048828	21987.json
12	3	5	0.14470316469669342	98.22949981689453	18466.json
3	1	0	0.09954327344894409	128.41912841796875	16108.json
3	1	0	0.5179406404495239	130.34019470214844	13830.json
3,3	1,1	0,0	0.002448474755510688,0.002360275713726878	129.2428436279297,129.2428436279297	15715.json
3,3	1,1	0,0	0.007383020594716072,0.08632854372262955	128.51292419433594,129.47398376464844	20839.json
3	1	0	0.2317529022693634	130.99049377441406	5733.json
3,3	1,1	0,0	0.010793067514896393,0.010793067514896393	127.76480865478516,127.76480865478516	16096.json
3,3,3,3	1,1,1,1	0,0,0,0	0.9821129441261292,0.9821129441261292,0.9821129441261292,0.9821129441261292	130.18594360351562,130.18594360351562,130.18594360351562,130.18594360351562	19806.json
9,9	2,2	2,2	0.060163892805576324,0.046742234379053116	107.84432220458984,107.52424621582031	16430.json
5,5	1,1	0,0	0.29064399003982544,0.28412479162216187	119.31893157958984,119.31893157958984	5395.json
9	3	3	0.7056180238723755	107.48592376708984	21481.json
3	1	0	0.09954327344894409	128.41912841796875	16119.json
3,3	1,1	0,0	0.8910537362098694,0.8910537362098694	133.59722900390625,133.59722900390625	13536.json
10,10	3,3	5,5	0.018688160926103592,0.018688160926103592	102.05125427246094,102.05125427246094	18380.json
8,8,3	2,2,1	2,2,0	0.2681964337825775,0.2681964337825775,0.8295574188232422	110.08924102783203,110.08924102783203,131.1535186767578	16372.json
3	1	0	0.21680860221385956	131.28770446777344	19344.json
3	1	0	0.0028220859821885824	128.31268310546875	8162.json
8	2	3	0.009568413719534874	107.22718048095703	6740.json
3	1	0	0.8910537362098694	133.59722900390625	2605.json
8	3	4	0.7475005388259888	109.32763671875	21609.json
11,17	3,5	2,6	0.07734205573797226,0.0031137403566390276	101.46882629394531,91.6348648071289	18957.json
8	2	3	0.02459076978266239	105.87397766113281	7161.json
20,20	4,4	6,6	0.002119767712429166,0.002003626199439168	87.9153823852539,87.9153823852539	2870.json
3	1	0	0.24464251101016998	129.69032287597656	17747.json
3,3,3,3,3,3,3,3	1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0	0.7256883382797241,0.7661996483802795,0.8249346613883972,0.7165003418922424,0.7165003418922424,0.8249346613883972,0.34959277510643005,0.07903506606817245	130.99049377441406,132.79563903808594,131.1535186767578,131.75106811523438,131.75106811523438,131.1535186767578,131.28770446777344,129.93223571777344	12468.json
10,10	3,3	5,5	0.0234181210398674,0.0234181210398674	102.05125427246094,102.05125427246094	18400.json
19	5	6	0.0030036382377147675	89.3287582397461	220.json
3,9,12	1,3,4	0,4,6	0.0036959426943212748,0.16511359810829163,0.1002444475889206	127.94976043701172,106.060791015625,99.01229858398438	13900.json
29,24,30,30,30,31,36,41,39	8,6,8,8,8,8,10,12,11	16,13,13,13,13,13,15,17,17	0.05696123465895653,0.04879036173224449,0.030904283747076988,0.03428873419761658,0.03428873419761658,0.02655613049864769,0.0010086114052683115,1.7535268852952868E-4,2.0495400531217456E-4	80.01605987548828,84.1298828125,79.12064361572266,79.12064361572266,79.12064361572266,78.49308013916016,74.20940399169922,71.20254516601562,72.42160034179688	15222.json
3,3	1,1	0,0	0.5549300909042358,0.5549300909042358	129.81976318359375,129.81976318359375	19314.json
18,18	4,4	6,6	0.2665479779243469,0.2177322804927826	90.17990112304688,90.17990112304688	9063.json
3,3,3,3	1,1,1,1	0,0,0,0	0.7368578314781189,0.5113877058029175,0.7368578314781189,0.5113877058029175	130.45266723632812,129.81976318359375,130.45266723632812,129.81976318359375	11630.json
3	1	0	0.7908232808113098	132.086669921875	8280.json
3,3	1,1	0,0	0.8395305275917053,0.8395305275917053	131.1535186767578,131.1535186767578	20208.json
7,8,7,8	2,2,2,2	6,4,6,2	0.29624274373054504,0.050665706396102905,0.29624274373054504,0.07220607250928879	112.1916275024414,109.21004486083984,112.1916275024414,106.59038543701172	22874.json
3	1	0	0.2816200256347656	128.51292419433594	3965.json
3	1	0	0.8910537362098694	133.59722900390625	307.json
4,4,4,4,4,4	2,2,2,2,2,2	2,2,2,2,2,2	0.7966548204421997,0.9505807161331177,0.9505807161331177,0.9505807161331177,0.9505807161331177,0.9495622515678406	121.69400787353516,121.69400787353516,121.69400787353516,121.69400787353516,121.69400787353516,121.47132873535156	19788.json
3	1	0	0.10527465492486954	128.62307739257812	15223.json
10,10	1,1	0,0	0.0,0.0	101.36443328857422,101.36443328857422	15964.json
3	1	0	4.4110717135481536E-4	126.94014739990234	14918.json
3	1	0	0.017835482954978943	128.41912841796875	19076.json
11	3	4	0.004448798950761557	99.93241119384766	17975.json
1,1	1,1	0,0	0.9680129885673523,0.9433497786521912	152.79727172851562,153.63165283203125	21713.json
14	2	5	0.023037509992718697	96.81914520263672	10452.json
3,3	1,1	0,0	0.7203733921051025,0.7360391616821289	131.60296630859375,131.1535186767578	2631.json
47,47,4,4	2,2,2,2	7,7,2,2	0.0,0.0,0.0051898653618991375,0.001125598093494773	70.11669921875,70.19955444335938,120.53895568847656,120.07643127441406	5160.json
9,9	1,1	0,0	0.0020594154484570026,0.0015590329421684146	107.88592529296875,106.5478744506836	8621.json
3	1	0	0.0	125.76248931884766	2311.json
3,3	1,1	0,0	0.4972441494464874,0.4972441494464874	128.18202209472656,128.18202209472656	22644.json
5,5,7	1,1,1	0,0,0	0.0013890023110434413,0.001409004908055067,0.0017848847201094031	114.83158111572266,114.83158111572266,108.81385803222656	11857.json
5	2	2	0.7578456401824951	120.73249816894531	8451.json
17,17,3,16,21	3,3,1,3,4	2,2,0,2,4	0.04002906754612923,0.060635730624198914,0.8924673795700073,0.08370618522167206,0.09338068217039108	92.49567413330078,92.77623748779297,130.85629272460938,94.36065673828125,87.88268280029297	18954.json
3	1	0	0.6869008541107178	129.69032287597656	11643.json
3	1	0	0.11355671286582947	128.21994018554688	2326.json
3	1	0	0.7622359395027161	129.7158966064453	18703.json
3	1	0	0.053459495306015015	128.8092498779297	14547.json
