SLOCStandard	McCabe	Mcclure	Readability	MaintainabilityIndex	file
14,14	3,3	2,2	0.011147893033921719,0.0072644054889678955	94.63835906982422,94.50846099853516	3037.json
3	1	0	0.8779803514480591	131.91592407226562	23288.json
11,7	3,2	4,3	0.3970871567726135,0.5538976788520813	102.77076721191406,113.13916015625	40669.json
35,35,39,38,39,38	4,4,5,5,5,5	4,4,6,6,6,6	0.0,0.0,0.0,0.0,0.0,0.0	74.56158447265625,74.56158447265625,72.31161499023438,72.91680145263672,72.31161499023438,72.91680145263672	28717.json
7	2	8	0.8139563202857971	111.05950927734375	22.json
3,3,3	1,1,1	0,0,0	0.9421103596687317,0.9421103596687317,0.9421103596687317	128.3238067626953,128.3238067626953,128.3238067626953	35243.json
3	1	0	0.00812715757638216	126.2772445678711	21491.json
29,32,34	7,8,8	10,12,10	0.006731608882546425,5.491682677529752E-4,1.746113266563043E-4	79.26707458496094,77.37165069580078,76.31913757324219	17610.json
3	1	0	0.8054249286651611	132.25152587890625	28787.json
4	1	0	0.6732343435287476	126.33003997802734	5884.json
10,10	2,2	6,7	0.21298040449619293,0.19272758066654205	104.17341613769531,104.17341613769531	1776.json
130	44	55	0.0	39.35431671142578	3196.json
11	2	2	0.01607927307486534	101.21894073486328	5497.json
17,17	5,5	8,8	0.004225432872772217,0.004225432872772217	88.87757110595703,88.87757110595703	17347.json
3,3	1,1	0,0	0.04577890411019325,0.04419901594519615	129.05665588378906,129.05665588378906	15083.json
3,3,3,3	1,1,1,1	0,0,0,0	0.17765456438064575,0.1862584948539734,0.2606138288974762,0.21295003592967987	129.57785034179688,128.60531616210938,129.57785034179688,129.0215301513672	12854.json
29,25,25,24,24	7,7,7,7,7	12,12,12,12,12	0.0,0.00256506260484457,0.002602869179099798,0.003243714105337858,0.0033237524330615997	78.01166534423828,81.45747375488281,81.40510559082031,82.42046356201172,82.42046356201172	18480.json
25,25,21,21	3,3,3,3	2,2,2,2	0.01065062452107668,0.011147713288664818,0.021657511591911316,0.011392790824174881	82.18280792236328,82.22223663330078,86.19194030761719,86.0215835571289	22769.json
11,11,11,11,11,11,11,11,11,11,11,11,7	3,3,3,3,3,3,3,3,3,3,3,3,2	5,5,5,5,5,5,5,5,5,5,5,5,3	0.01259057316929102,0.01259057316929102,0.01259057316929102,0.01259057316929102,0.01259057316929102,0.01259057316929102,0.01259057316929102,0.01259057316929102,0.01259057316929102,0.01454499363899231,0.04481496661901474,0.04481496661901474,0.01228105928748846	99.40735626220703,99.40735626220703,99.40735626220703,99.40735626220703,99.40735626220703,99.40735626220703,99.40735626220703,99.40735626220703,99.40735626220703,99.56121063232422,99.37154388427734,99.37154388427734,108.58385467529297	38620.json
3,3,3	1,1,1	0,0,0	0.022120554000139236,0.022120554000139236,0.4684124290943146	127.42049407958984,127.42049407958984,130.30841064453125	1041.json
3	1	0	0.9043974280357361	130.30841064453125	12528.json
3,3,4,4,5,5,6,6	1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0	2.2261541744228452E-4,0.0,0.0,0.0,0.0,4.122468235436827E-4,7.713419036008418E-4,0.01715846359729767	127.17654418945312,126.78704833984375,118.52970886230469,118.31676483154297,112.78138732910156,113.27410125732422,110.08136749267578,110.44430541992188	47710.json
7,7	1,1	0,0	0.1425854116678238,0.1425854116678238	111.84036254882812,111.84036254882812	48100.json
22	5	13	0.15940852463245392	85.61331176757812	47997.json
7	2	3	0.018732907250523567	110.03661346435547	36444.json
16	3	6	0.025498060509562492	92.4652328491211	14614.json
7	2	0	0.038353368639945984	109.31062316894531	11661.json
3	1	0	0.8242847919464111	134.26058959960938	16115.json
7,7,6,6,6	1,1,1,1,1	0,0,0,0,0	0.0,0.0,0.0,0.0,0.0	110.9830551147461,110.61051177978516,113.10774993896484,113.10774993896484,113.10774993896484	50522.json
3	1	0	0.47676175832748413	130.18594360351562	50404.json
4	2	2	0.9768813252449036	122.7237319946289	13632.json
38,38,38,18	9,9,9,6	9,9,9,5	0.0,0.0,0.0,0.0015357914380729198	73.14869689941406,73.14869689941406,73.14869689941406,88.44599914550781	22596.json
3,3	1,1	0,0	0.48334580659866333,0.6763410568237305	132.25152587890625,131.28770446777344	45932.json
50	2	2	0.0	64.38529205322266	42934.json
3	1	0	0.0	126.48982238769531	36141.json
70	11	20	0.0	57.95216369628906	44798.json
9,23,23	2,5,5	2,9,9	0.03900373727083206,1.1654547415673733E-4,0.0	103.76741790771484,82.55956268310547,81.8198013305664	16978.json
31,31,36,36	9,9,10,10	15,15,16,16	0.0,0.0,0.0,0.0	76.06716918945312,76.13626861572266,73.0242919921875,73.29924774169922	11900.json
3,3	1,1	0,0	0.17274387180805206,0.17274387180805206	130.59072875976562,130.59072875976562	24631.json
3,3,3	1,1,1	0,0,0	0.9618837833404541,0.9618837833404541,0.9035932421684265	132.4454345703125,132.4454345703125,133.59722900390625	1098.json
4	1	0	0.49102917313575745	125.52845764160156	51155.json
