SLOCStandard	McCabe	Mcclure	Readability	MaintainabilityIndex	file
4,4	2,1	2,0	0.754005491733551,0.5926798582077026	122.79798126220703,125.27178192138672	4925.json
3	1	0	0.46105170249938965	133.59722900390625	6491.json
11,3	3,1	6,0	0.382763147354126,0.6574519276618958	103.4153823852539,131.1535186767578	2184.json
3,3	1,1	0,0	0.20531827211380005,0.20531827211380005	132.25152587890625,132.25152587890625	4913.json
6	2	2	0.05271218344569206	113.61115264892578	148.json
3,3	1,1	0,0	0.804056704044342,0.7295476198196411	131.91592407226562,131.91592407226562	5081.json
8,8,8	2,2,2	2,2,2	0.2847696542739868,0.3088313639163971,0.3088313639163971	112.28962707519531,112.28962707519531,112.28962707519531	4428.json
10,10	2,2	4,4	0.1195182055234909,0.2907741665840149	103.529052734375,103.31206512451172	3721.json
12,11	3,3	4,4	0.08870678395032883,0.13610251247882843	99.76583099365234,101.92279052734375	183.json
10,10,10,13,13,13,14,14,14	3,3,3,5,5,5,5,5,5	4,4,4,8,8,8,8,8,8	0.030643640086054802,0.030643640086054802,0.031596239656209946,0.0010900370543822646,0.0010900370543822646,0.0010900370543822646,3.102340560872108E-4,3.102340560872108E-4,0.0012665800750255585	100.8450698852539,100.8450698852539,100.74442291259766,94.86390686035156,94.86390686035156,94.86390686035156,93.1255111694336,93.1255111694336,93.16851043701172	5782.json
3,3,3,3,3,3	1,1,1,1,1,1	0,0,0,0,0,0	0.778516411781311,0.778516411781311,0.778516411781311,0.778516411781311,0.778516411781311,0.778516411781311	130.07347106933594,130.07347106933594,130.07347106933594,130.07347106933594,130.07347106933594,130.07347106933594	1926.json
8,8,8,8,8,8,8,8,8,9	2,2,2,2,2,2,2,2,2,2	0,0,0,0,0,0,0,0,0,0	0.2295592725276947,0.2388186752796173,0.2388186752796173,0.2388186752796173,0.4275566637516022,0.4275566637516022,0.5547166466712952,0.5547166466712952,0.5547166466712952,0.6317301392555237	109.62306213378906,110.01913452148438,110.01913452148438,110.01913452148438,111.38506317138672,111.38506317138672,112.20437622070312,112.20437622070312,112.20437622070312,109.3118896484375	6513.json
3,3,3,3,3,3,3	1,1,1,1,1,1,1	0,0,0,0,0,0,0	0.2190910130739212,0.18949124217033386,0.0964205265045166,0.06402211636304855,0.048655882477760315,0.025718221440911293,0.025718221440911293	130.18890380859375,130.18890380859375,130.18890380859375,130.18890380859375,130.05470275878906,131.28770446777344,131.28770446777344	5586.json
6,6,6,7,7,7,7,7	2,2,2,2,2,2,2,2	2,2,2,2,2,2,2,2	0.25214436650276184,0.24796554446220398,0.24796554446220398,0.21896424889564514,0.21896424889564514,0.21896424889564514,0.206071138381958,0.206071138381958	115.2579574584961,115.2579574584961,115.2579574584961,112.60997772216797,112.60997772216797,112.60997772216797,112.60997772216797,112.60997772216797	6428.json
3,3,3,3,3,3	1,1,1,1,1,1	0,0,0,0,0,0	0.130769282579422,0.130769282579422,0.130769282579422,0.130769282579422,0.130769282579422,0.1443323791027069	129.12539672851562,129.12539672851562,129.12539672851562,129.12539672851562,129.12539672851562,129.12539672851562	6262.json
3,3,3,3,3,3,3	1,1,1,1,1,1,1	0,0,0,0,0,0,0	0.6342824101448059,0.6524443626403809,0.6524443626403809,0.6524443626403809,0.6703686714172363,0.7025299072265625,0.7025299072265625	131.28770446777344,130.85629272460938,130.85629272460938,130.85629272460938,130.85629272460938,130.85629272460938,130.85629272460938	3663.json
3,3	1,1	0,0	0.6364874839782715,0.7951503992080688	128.91311645507812,130.18890380859375	3796.json
22,22,22,22,22,22,27,30	4,4,4,4,4,4,4,5	7,7,7,7,7,7,7,9	1.3899235636927187E-4,1.3899235636927187E-4,1.4141459541860968E-4,1.4141459541860968E-4,1.4141459541860968E-4,1.0297745757270604E-4,0.0,0.0	86.5040054321289,86.5040054321289,86.5040054321289,86.5040054321289,86.5040054321289,86.3387680053711,82.76499938964844,80.16714477539062	3575.json
14	3	3	0.8841118216514587	98.94503021240234	6239.json
3,3,4,4,4	1,1,1,1,1	0,0,0,0,0	0.6190959811210632,0.6190959811210632,0.3458523750305176,0.3638639748096466,0.3638639748096466	131.75106811523438,131.75106811523438,125.15235137939453,125.15235137939453,125.15235137939453	1490.json
2,3,5	1,1,2	0,0,0	0.9698950052261353,0.13662667572498322,0.11654529720544815	140.82913208007812,131.1535186767578,120.51615905761719	6364.json
7	2	2	0.005370695143938065	110.88778686523438	3018.json
10	3	2	0.4109063148498535	105.97759246826172	6424.json
14,13	1,1	0,0	1.3579922961071134E-4,3.0908454209566116E-4	96.88309478759766,98.53324127197266	333.json
6,6,6,6	1,1,1,1	0,0,0,0	0.01938340812921524,0.01938340812921524,0.01938340812921524,0.02050117775797844	112.68293762207031,112.68293762207031,112.68293762207031,112.68293762207031	2978.json
7	2	2	0.39162343740463257	112.68008422851562	5176.json
4,4,4,4,4	1,1,1,1,1	0,0,0,0,0	0.1808609962463379,0.1808609962463379,0.1808609962463379,0.1808609962463379,0.1808609962463379	122.5189437866211,122.5189437866211,122.5189437866211,122.5189437866211,122.5189437866211	2514.json
8,8	2,2	3,3	0.04829626530408859,0.04320746287703514	109.82251739501953,109.82251739501953	5914.json
3,3,3,3,3,3	1,1,1,1,1,1	0,0,0,0,0,0	0.23251034319400787,0.23251034319400787,0.23251034319400787,0.23251034319400787,0.23251034319400787,0.25354787707328796	129.34671020507812,129.34671020507812,129.34671020507812,129.34671020507812,129.34671020507812,129.34671020507812	6256.json
8,8,8	2,2,2	0,0,0	0.0660492330789566,0.0660492330789566,0.11763273924589157	109.82251739501953,109.82251739501953,109.5576400756836	6961.json
3,3,3,3	1,1,1,1	0,0,0,0	0.7575764060020447,0.7575764060020447,0.7575764060020447,0.7260584831237793	129.37762451171875,129.37762451171875,129.37762451171875,129.47398376464844	5395.json
3	1	0	0.5672349333763123	134.26058959960938	2605.json
3	1	0	0.2845776379108429	130.07347106933594	7161.json
