MethodJson	MethodSignature	FanInJsons	FanInSignatures	Accurate?	DiscardDays
19608.json	org.jboss.as.jsr77.subsystem.RegisterMBeanServerDelegateService.getValue()	noCall	noCall	true	2403
5906.json	org.jboss.as.weld.ejb.EjbDescriptorImpl.getViewServices()	noCall	noCall	true	2522
5621.json	org.wildfly.iiop.openjdk.csiv2.CSIv2Util.decodeInitialContextToken(byte[], org.omg.IOP.Codec)	noCall	noCall	true	2573
17447.json	org.wildfly.extension.undertow.deployment.UndertowDeploymentInfoService.getSessionManagerFactoryInjector()	noCall	noCall	false	1851
7937.json	org.wildfly.extension.messaging.activemq.broadcast.CommandDispatcherBroadcastEndpoint.openClient()	noCall	noCall	true	169
2090.json	org.jboss.as.clustering.infinispan.subsystem.remote.HotRodStore.load(java.lang.Object)	noCall	noCall	false	44
20787.json	org.jboss.as.messaging.SecurityRoleDefinition.create(java.lang.String, java.lang.String)	noCall	noCall	true	2138
8292.json	org.jboss.as.pojo.descriptor.BeanMetaDataConfig.toBeanName(java.lang.String, org.jboss.as.pojo.BeanState)	8356.json,8420.json,8410.json,8252.json	org.jboss.as.pojo.descriptor.DefaultConfigVisitor.addDependency(java.lang.String, org.jboss.as.pojo.BeanState),org.jboss.as.pojo.descriptor.FactoryConfig.visit(org.jboss.as.pojo.descriptor.ConfigVisitor),org.jboss.as.pojo.descriptor.InstallConfig.visit(org.jboss.as.pojo.descriptor.ConfigVisitor),org.jboss.as.pojo.descriptor.InjectedValueConfig.visit(org.jboss.as.pojo.descriptor.ConfigVisitor)	false	2499
8917.json	org.jboss.as.ee.component.EEModuleDescription.hasComponent(java.lang.String)	14150.json	org.jboss.as.ejb3.deployment.EjbJarDescription.hasComponent(java.lang.String)	true	2594
18101.json	org.jboss.system.ServiceMBeanSupport.createService()	18092.json	org.jboss.system.ServiceMBeanSupport.jbossInternalCreate()	true	1208
19000.json	org.jboss.as.webservices.verification.JwsWebServiceEndpointVerifier.failed()	noCall	noCall	false	1717
18915.json	org.jboss.as.webservices.invocation.NamespaceCtxSelectorWrapperFactory.getWrapper()	noCall	noCall	true	2337
13490.json	org.jboss.as.ejb3.subsystem.deployment.TimerServiceResource.getChildTypes()	noCall	noCall	true	1897
17431.json	org.wildfly.extension.undertow.deployment.UndertowDeploymentInfoService.createServletConfig()	noCall	noCall	false	1912
16047.json	org.jboss.as.security.lru.PortableConcurrentDirectDeque.toArrayList()	16080.json,16081.json	org.jboss.as.security.lru.PortableConcurrentDirectDeque.toArray(),org.jboss.as.security.lru.PortableConcurrentDirectDeque.toArray(T[])	true	1457
4160.json	org.wildfly.clustering.web.undertow.session.DistributableSessionManager.stop()	noCall	noCall	true	1851
5476.json	org.wildfly.iiop.openjdk.tm.TxIORInterceptorInitializer.pre_init(org.omg.PortableInterceptor.ORBInitInfo)	noCall	noCall	true	2429
4890.json	org.wildfly.iiop.openjdk.naming.jndi.CNBindingEnumeration.getMore()	4884.json,4885.json	org.wildfly.iiop.openjdk.naming.jndi.CNBindingEnumeration.next(),org.wildfly.iiop.openjdk.naming.jndi.CNBindingEnumeration.hasMore()	true	2429
5591.json	org.wildfly.iiop.openjdk.csiv2.SASCurrentImpl.reject_incoming_context()	noCall	noCall	true	2573
15529.json	org.wildfly.mod_cluster.undertow.UndertowEngine.getConnectors()	noCall	noCall	true	1821
296.json	org.jboss.as.clustering.controller.descriptions.SimpleResourceDescriptionResolver.getResourceBundle(java.util.Locale)	noCall	noCall	true	1379
19376.json	org.jboss.as.webservices.deployers.WebServiceProviderAnnotationInfo.getWsdlLocation()	noCall	noCall	true	1562
14722.json	org.jboss.as.naming.NamingContext.destroySubcontext(javax.naming.Name)	14723.json,14966.json	org.jboss.as.naming.NamingContext.destroySubcontext(java.lang.String),org.jboss.as.naming.InitialContext.DefaultInitialContext.destroySubcontext(javax.naming.Name)	true	2871
7359.json	org.wildfly.extension.messaging.activemq.jms.JMSManagementHelper.DeliveryModeValidator.getAllowedValues()	noCall	noCall	true	1109
4037.json	org.wildfly.clustering.web.undertow.session.DistributableSessionManagerStatistics.reset()	noCall	noCall	true	1068
22371.json	org.jboss.as.jpa.management.Path.getValue(java.lang.String)	noCall	noCall	true	1863
10957.json	org.jboss.as.connector.services.workmanager.transport.RemoveWorkManagerCommand.execute(org.jboss.as.connector.services.workmanager.transport.CommandDispatcherTransport)	noCall	noCall	true	212
17022.json	org.wildfly.extension.undertow.security.digest.DigestAuthenticationMechanism.DigestContext.setMethod(java.lang.String)	noCall	noCall	true	1010
12597.json	org.jboss.as.ejb3.iiop.EjbIIOPService.getPoaRegistry()	noCall	noCall	false	2429
16311.json	org.jboss.as.security.RealmUsersRolesLoginModule.initialize(javax.security.auth.Subject, javax.security.auth.callback.CallbackHandler, java.util.Map<java.lang.String, ?>, java.util.Map<java.lang.String, ?>)	noCall	noCall	true	2332
9789.json	org.jboss.as.ee.metadata.ClassAnnotationInformationFactory.getAnnotationType()	noCall	noCall	true	2502
2282.json	org.jboss.as.clustering.infinispan.subsystem.TableResourceDefinition.ColumnAttribute.getColumnName()	noCall	noCall	false	2390
5191.json	org.wildfly.iiop.openjdk.rmi.ir.ContainerImplDelegate.create_alias(java.lang.String, java.lang.String, java.lang.String, org.omg.CORBA.IDLType)	noCall	noCall	true	2429
1941.json	org.jboss.as.clustering.infinispan.subsystem.ExpirationServiceConfigurator.get()	noCall	noCall	true	2313
8498.json	org.jboss.as.pojo.service.CreateDestroyPojoPhase.getLifecycleState()	noCall	noCall	true	2499
3105.json	org.wildfly.clustering.server.group.AbstractLocalGroup.register(org.wildfly.clustering.group.GroupListener)	noCall	noCall	true	1500
3477.json	org.wildfly.clustering.web.infinispan.session.InfinispanRouteLocatorServiceConfigurator.getCache()	noCall	noCall	true	1500
796.json	org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.isValid()	noCall	noCall	true	871
15157.json	org.jboss.as.naming.util.NamingUtils.nameAlreadyBoundException(javax.naming.Name)	15025.json	org.jboss.as.naming.InMemoryNamingStore.ContextNode.addChild(java.lang.String, org.jboss.as.naming.InMemoryNamingStore.TreeNode)	true	2871
20976.json	org.jboss.as.messaging.Element.getDuplicateDetectionDefinitions()	noCall	noCall	true	2518
16493.json	org.wildfly.extension.undertow.filters.ModClusterBalancerResource.clone()	noCall	noCall	true	1089
3496.json	org.wildfly.clustering.web.infinispan.session.InfinispanSessionManagerFactoryServiceConfigurator.getCommandDispatcherFactory()	noCall	noCall	true	1270
19204.json	org.jboss.as.webservices.metadata.PublishLocationAdapterImpl.getWsdlPublishLocationByName(java.lang.String)	noCall	noCall	true	2704
2376.json	org.jboss.as.clustering.infinispan.subsystem.NoStoreServiceConfigurator.get()	noCall	noCall	true	1080
17457.json	org.wildfly.extension.undertow.deployment.UndertowDeploymentInfoService.ComponentClassIntrospector.createInstanceFactory(java.lang.Class<T>)	noCall	noCall	true	1912
9780.json	org.jboss.as.ee.metadata.EJBClientDescriptorMetaData.RemotingReceiverConfiguration.getConnectionTimeout()	noCall	noCall	false	2261
13499.json	org.jboss.as.ejb3.subsystem.deployment.TimerServiceResource.clone()	noCall	noCall	true	1897
794.json	org.wildfly.clustering.ejb.infinispan.bean.InfinispanBean.getGroupId()	noCall	noCall	true	2389
4538.json	org.wildfly.clustering.dispatcher.CommandDispatcher.submitOnCluster(org.wildfly.clustering.dispatcher.Command<R, ? super C>, org.wildfly.clustering.group.Node...)	noCall	noCall	true	189
7227.json	org.wildfly.extension.messaging.activemq.jms.JMSQueueControlHandler.Anonymous-8d257ffb-7591-4ef7-93cf-291ec0a12d56.removeMessages(java.lang.String)	noCall	noCall	true	1109
20446.json	org.jboss.as.txn.ee.concurrency.TransactionSetupProviderImpl.TransactionHandleImpl.getTransaction()	noCall	noCall	false	1767
6143.json	org.jboss.as.weld.discovery.WeldClassFileInfo.isAssignableFrom(java.lang.Class<?>)	noCall	noCall	true	1494
11416.json	org.jboss.as.ejb3.suspend.EJBSuspendHandlerService.getLocalTransactionContextInjectedValue()	noCall	noCall	false	498
5588.json	org.wildfly.iiop.openjdk.csiv2.SASCurrentImpl.get_incoming_identity()	noCall	noCall	true	2573
22187.json	org.jboss.as.jpa.processor.secondLevelCache.CacheDeploymentListener.getInternalDeploymentCapablityServiceSupport()	22196.json	org.jboss.as.jpa.processor.secondLevelCache.InfinispanCacheDeploymentListener.addCacheDependencies(org.jipijapa.cache.spi.Classification, java.util.Properties)	true	631
7793.json	org.wildfly.extension.messaging.activemq.deployment.DefaultJMSConnectionFactoryResourceReferenceProcessor.JMSConnectionFactoryResourceReferenceProcessor.getResourceReferenceType()	noCall	noCall	true	1109
15555.json	org.wildfly.mod_cluster.undertow.LocationContext.getPath()	15563.json,15564.json,15565.json	org.wildfly.mod_cluster.undertow.LocationContext.toString(),org.wildfly.mod_cluster.undertow.LocationContext.equals(java.lang.Object),org.wildfly.mod_cluster.undertow.LocationContext.hashCode()	true	485
9576.json	org.jboss.as.ee.subsystem.Element.forName(java.lang.String)	noCall	noCall	true	2599
7014.json	org.wildfly.extension.messaging.activemq.QueueControlHandler.TypeValidator.getAllowedValues()	noCall	noCall	true	1109
13104.json	org.jboss.as.ejb3.timerservice.persistence.filestore.FileTimerPersistence.getModuleLoader()	noCall	noCall	false	2427
2316.json	org.jboss.as.clustering.infinispan.subsystem.JDBCStoreResourceDefinition.ResourceDescriptorConfigurator.apply(org.jboss.as.clustering.controller.ResourceDescriptor)	noCall	noCall	true	86
13298.json	org.jboss.as.ejb3.subsystem.PassivationStoreAdd.Anonymous-236d6273-2b7b-4e33-8758-1d0a0f5c32f2.getCacheName()	noCall	noCall	true	1681
16663.json	org.wildfly.extension.undertow.ServletContainerService.getValue()	noCall	noCall	true	1912
3598.json	org.wildfly.clustering.web.infinispan.session.InfinispanSessionManagerFactory.Anonymous-be7262b5-95b9-4fc5-8e3b-f5ceb1a3440a.getBatcher()	noCall	noCall	true	1500
13594.json	org.jboss.as.ejb3.subsystem.TimerServiceAdd.TimerValueService.getValue()	noCall	noCall	true	2517
14691.json	org.wildfly.naming.java.permission.JndiPermission.newPermissionCollection()	noCall	noCall	true	2871
3115.json	org.wildfly.clustering.server.dispatcher.ManagedCommandDispatcher.executeOnGroup(org.wildfly.clustering.dispatcher.Command<R, ? super C>, org.wildfly.clustering.group.Node...)	noCall	noCall	true	189
