MethodJson	MethodSignature	FanInJsons	FanInSignatures	Accurate?	DiscardDays
1048.json	com.facebook.appevents.AppEventCollection.getEventCount()	934.json,null	com.facebook.appevents.AppEventQueue.add(com.facebook.appevents.AccessTokenAppIdPair, com.facebook.appevents.AppEvent),com.facebook.appevents.AppEventQueue.Anonymous-ae71f70f-cd79-4344-a26a-fff454cd2a8f.run()	true	927
3830.json	com.example.rps.RpsFragment.InitHandler.sendNextMessage(int)	noCall	noCall	true	1931
2081.json	com.facebook.internal.WebDialog.Builder.build()	3241.json	com.facebook.login.WebViewLoginMethodHandler.tryAuthorize(com.facebook.login.LoginClient.Request)	false	2209
1367.json	com.facebook.GraphRequest.setHttpMethod(com.facebook.HttpMethod)	3711.json	com.facebook.fbloginsample.requests.PermissionRequest.makeRevokePermRequest(java.lang.String, com.facebook.GraphRequest.Callback)	true	2378
2109.json	com.facebook.internal.DialogPresenter.setupAppCallForErrorResult(com.facebook.internal.AppCall, com.facebook.FacebookException)	2102.json	com.facebook.internal.DialogPresenter.setupAppCallForValidationError(com.facebook.internal.AppCall, com.facebook.FacebookException)	true	1349
80.json	com.facebook.FacebookSdk.setCacheDir(java.io.File)	noCall	noCall	true	1349
2259.json	com.facebook.share.internal.LikeContent.getObjectId()	noCall	noCall	true	1523
1244.json	com.facebook.appevents.AppEventsLogger.getAnalyticsExecutor()	1008.json,1010.json,991.json	com.facebook.appevents.AnalyticsUserIDStore.initStore(),com.facebook.appevents.AnalyticsUserIDStore.setUserID(java.lang.String),com.facebook.appevents.UserDataStore.initStore()	false	797
331.json	com.facebook.internal.FileLruCache.ModifiedFile.getFile()	304.json,333.json	com.facebook.internal.FileLruCache.trim(),com.facebook.internal.FileLruCache.ModifiedFile.compareTo(com.facebook.internal.FileLruCache.ModifiedFile)	true	2342
2719.json	com.facebook.share.model.ShareStoryContent.Builder.setStickerAsset(com.facebook.share.model.SharePhoto)	noCall	noCall	true	130
3772.json	com.facebook.fbloginsample.FBLoginSampleApp.onCreate()	noCall	noCall	true	389
