Age	SLOCAsItIs	SLOCNoCommentPrettyPrinter	SLOCStandard	isGetterSetter	ChangeDates	NewAdditions	DiffSizes	EditDistances	Buggycommiit	file
1359	12,12	11,11	11,11	0,0	0,1034	0,0	0,0	0,0	0,1	4925.json
1455	3,3,3,3	3,3,3,3	3,3,3,3	0,0,0,0	0,28,38,1130	0,0,3,3	0,0,6,6	0,0,12,32	0,0,0,1	4281.json
1466	3,3,3	3,3,3	3,3,3	0,0,0	0,36,1141	0,1,1	0,2,2	0,31,10	0,1,1	6491.json
1465	12,12,12,12,12,10	12,12,12,12,12,10	12,12,12,12,12,10	0,0,0,0,0,0	0,35,110,764,1140,1152	0,1,1,1,0,1	0,2,2,2,0,4	0,6,20,7,0,75	0,0,1,0,1,1	2184.json
1370	6,6	6,6	6,6	0,0	0,1045	0,0	0,0	0,0	0,1	4913.json
845	4,4,3	3,3,3	4,4,3	0,0,0	0,520,653	0,0,1	0,0,3	0,0,37	0,1,1	148.json
1774	14,13,13,7,7,3,22,22,22,7	14,13,13,7,7,3,20,20,20,6	14,13,13,7,7,3,20,20,20,6	0,0,0,0,0,0,0,0,0,0	0,204,299,299,306,415,930,980,1073,1449	0,3,1,1,0,1,20,1,4,1	0,7,2,8,0,6,21,2,8,1	0,64,23,236,0,110,707,27,4,651	0,0,0,0,0,1,0,1,0,1	5081.json
1774	14,13,13,7,7,3,22,22,22,6	14,13,13,7,7,3,20,20,20,6	14,13,13,7,7,3,20,20,20,6	0,0,0,0,0,0,0,0,0,0	0,204,299,299,306,415,930,980,1073,1449	0,3,1,1,0,1,20,1,4,0	0,7,2,8,0,6,21,2,8,0	0,64,23,236,0,110,707,27,4,651	0,0,0,0,0,1,0,1,0,1	4428.json
1749	3,3,3,3	3,3,3,3	3,3,3,3	0,0,0,0	0,179,1424,1554	0,1,1,1	0,2,2,2	0,9,6,9	0,0,1,0	8474.json
1775	6,6,6,6,5,5	6,6,6,6,5,5	6,6,6,6,5,5	0,0,0,0,0,0	0,205,301,384,543,1450	0,1,0,1,1,2	0,2,0,2,3,4	0,7,0,10,44,20	0,0,0,0,1,1	3721.json
1403	7,7,7,7	5,5,5,5	7,7,7,7	0,0,0,0	0,1078,1201,1208	0,0,2,1	0,0,4,2	0,0,12,18	0,1,0,0	8365.json
1274	6,6	6,6	6,6	0,0	0,949	0,0	0,0	0,0	0,1	731.json
1749	8,8,8,11,11,11,12	8,8,8,11,11,11,12	8,8,8,11,11,11,12	0,0,0,0,0,0,0	0,179,281,338,1048,1424,1556	0,0,0,4,1,0,1	0,0,0,5,2,0,1	0,0,0,69,7,0,44	0,0,0,0,0,1,0	4623.json
1613	3,3,3,3	3,3,3,3	3,3,3,3	0,0,0,0	0,151,606,1288	0,1,0,0	0,2,0,0	0,19,0,0	0,0,0,1	183.json
1476	23,23,23	12,12,12	20,20,20	0,0,0	0,1151,1284	0,0,6	0,0,12	0,1,15	0,1,1	1808.json
1433	3,3	3,3	3,3	0,0	0,1108	0,0	0,0	0,0	0,1	5782.json
1476	11,13,13,13	7,13,13,13	11,13,13,13	0,0,0,0	0,479,1151,1284	0,8,0,2	0,14,0,4	0,303,0,2	0,0,1,1	1926.json
1773	7,7,7,8,8,8	7,7,7,8,8,8	7,7,7,8,8,8	0,0,0,0,0,0	0,203,297,391,1072,1448	0,0,0,1,1,0	0,0,0,1,2,0	0,0,0,42,8,0	0,0,0,0,0,1	5530.json
1773	4,4	4,4	4,4	0,0	0,1448	0,0	0,0	0,0	0,1	6513.json
1278	12,12,12	12,12,12	12,12,12	0,0,0	0,577,953	0,1,0	0,2,0	0,8,0	0,0,1	4016.json
192	7	6	6	0	0	0	0	0	0	6428.json
192	10	10	10	0	0	0	0	0	0	6262.json
192	6	6	6	0	0	0	0	0	0	6348.json
1393	3,3	3,3	3,3	0,0	0,1068	0,0	0,0	0,0	0,1	3198.json
1394	3,3,3	3,3,3	3,3,3	0,0,0	0,693,1069	0,1,0	0,2,0	0,8,0	0,0,1	3663.json
1753	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	0,0,0,0,0	0,139,746,1428,1561	0,1,0,0,1	0,2,0,0,2	0,7,0,0,7	0,0,0,1,1	415.json
1749	3,3,3,5,5,5	3,3,3,5,5,5	3,3,3,5,5,5	0,0,0,0,0,0	0,179,281,356,1048,1424	0,1,0,3,1,0	0,2,0,4,2,0	0,12,0,44,8,0	0,0,0,0,0,1	4040.json
1749	4,4,4,4	3,3,3,3	4,4,4,4	0,0,0,0	0,179,1424,1555	0,1,1,1	0,2,2,2	0,18,13,9	0,0,1,1	7397.json
1398	42,42,42,42	36,36,36,36	36,36,36,36	0,0,0,0	0,1015,1073,1196	0,1,0,1	0,2,0,2	0,60,0,6	0,1,1,0	3421.json
378	5,5	5,5	5,5	0,0	0,53	0,0	0,0	0,0	0,1	4374.json
1749	3,3,3,3,3,3	3,3,3,3,3,3	3,3,3,3,3,3	0,0,0,0,0,0	0,179,337,365,1424,1555	0,1,2,2,1,1	0,2,4,4,2,2	0,9,10,20,1,9	0,0,1,0,1,1	7188.json
1753	7,7,7,7,7	5,5,5,5,5	5,5,5,5,5	0,0,0,0,0	0,139,291,746,1428	0,1,1,0,0	0,2,2,0,0	0,7,38,16,0	0,0,0,0,1	431.json
1613	10,13,14,14,15,15,15	10,13,13,13,14,14,14	10,13,13,13,14,14,14	0,0,0,0,0,0,0	0,195,208,222,358,1288,1452	0,3,14,0,1,0,0	0,3,27,0,1,0,0	0,140,195,8,48,0,0	0,0,1,0,0,1,1	6171.json
1455	3,3,3,3	3,3,3,3	3,3,3,3	0,0,0,0	0,28,38,1130	0,0,3,3	0,0,6,6	0,0,12,23	0,0,0,1	3796.json
1238	3,3,3,4	3,3,3,4	3,3,3,4	0,0,0,0	0,537,913,1076	0,1,0,1	0,2,0,1	0,8,0,50	0,0,1,0	3575.json
192	13	12	12	0	0	0	0	0	0	6239.json
1455	3,3,3,3	3,3,3,3	3,3,3,3	0,0,0,0	0,28,38,1130	0,0,3,3	0,0,6,6	0,0,12,17	0,0,0,1	4044.json
1771	4,4,4,4,5,5,5,5,5,5	4,4,4,4,4,4,4,4,4,4	4,4,4,4,5,5,5,5,5,5	0,0,0,0,0,0,0,0,0,0	0,157,294,342,358,379,1446,1569,1577,1604	0,1,2,1,1,2,0,1,2,3	0,2,4,2,2,4,0,2,4,6	0,17,107,14,19,19,0,6,18,32	0,0,0,0,1,1,1,0,1,1	7359.json
1749	3,3,3,3,3,3	3,3,3,3,3,3	3,3,3,3,3,3	0,0,0,0,0,0	0,179,331,390,1424,1554	0,2,2,1,0,1	0,4,4,2,0,2	0,18,27,9,0,1	0,0,0,0,1,0	7760.json
1613	60,60,60,4,4,4,4,4,4,4,4	56,56,56,4,4,4,4,4,4,4,4	49,49,49,4,4,4,4,4,4,4,4	0,0,0,0,0,0,0,0,0,0,0	0,136,136,136,184,200,201,1288,1412,1419,1447	0,3,3,1,1,1,1,0,1,1,3	0,6,6,58,2,2,2,0,2,2,6	0,34,31,2050,7,6,26,0,6,6,48	0,0,0,1,0,1,1,1,0,0,1	8264.json
1393	3,3	3,3	3,3	0,0	0,1068	0,3	0,6	0,12	0,1	1490.json
199	10	10	10	0	0	0	0	0	0	6364.json
1775	5,5,5,5,5,5,7,7,7,8	3,3,3,3,3,3,5,5,5,6	5,5,5,5,5,5,7,7,7,8	0,0,0,0,0,0,0,0,0,0	0,161,205,298,346,363,566,1450,1573,1581	0,1,1,4,1,2,2,0,2,3	0,2,2,8,2,4,2,0,4,5	0,22,30,87,15,24,130,0,12,85	0,0,0,0,0,1,1,1,0,1	7064.json
1371	4,4,4	4,4,4	4,4,4	0,0,0	0,670,1046	0,2,1	0,4,2	0,16,14	0,0,1	3018.json
1749	3,3,3,4,4,4,4	3,3,3,4,4,4,4	3,3,3,4,4,4,4	0,0,0,0,0,0,0	0,179,273,540,1371,1424,1555	0,2,1,1,1,2,1	0,4,2,1,2,4,2	0,12,7,63,7,12,6	0,0,0,1,0,1,1	7264.json
192	20	17	17	0	0	0	0	0	0	6424.json
