Age	SLOCAsItIs	SLOCNoCommentPrettyPrinter	SLOCStandard	isGetterSetter	ChangeDates	NewAdditions	DiffSizes	EditDistances	Buggycommiit	file
1740	4,4,4	3,3,3	4,4,4	1,1,1	0,521,1094	0,1,1	0,2,2	0,8,18	0,0,0	29850.json
283	17,17,20,20,19,19,23	15,15,18,18,15,15,19	17,17,20,20,17,17,21	0,0,0,0,0,0,0	0,86,97,113,113,113,139	0,3,9,1,8,2,4	0,6,15,2,17,4,4	0,24,150,7,324,38,164	0,1,0,0,0,0,0	26253.json
1661	7	5	6	0	0	0	0	0	0	29342.json
2991	4,4,4	3,3,3	4,4,4	1,1,1	0,22,187	0,0,0	0,0,0	0,0,0	0,0,0	29600.json
1495	4,4	3,3	4,4	1,1	0,952	0,1	0,2	0,25	0,0	4925.json
1682	6,19,19,19,19,19,19	4,6,6,6,6,6,6	5,15,15,15,15,15,15	0,0,0,0,0,0,0	0,835,1137,1139,1139,1139,1139	0,15,1,1,2,2,1	0,17,2,2,4,4,2	0,540,7,7,58,43,36	0,0,0,0,0,0,0	4281.json
553	4	3	4	0	0	0	0	0	0	34152.json
1253	4	3	4	0	0	0	0	0	0	6491.json
1456	4,4,4	3,3,3	4,4,4	1,1,1	0,573,842	0,4,1	0,8,2	0,26,8	0,0,0	2184.json
1495	69,71,71,72,72,71,71,71,71,71,71,71	31,32,32,32,32,31,31,31,31,31,31,31	51,52,52,53,53,52,52,52,52,52,52,52	0,0,0,0,0,0,0,0,0,0,0,0	0,0,144,144,218,644,952,952,952,952,998,1164	0,2,4,3,1,1,4,1,27,1,2,1	0,2,8,5,2,3,8,2,54,2,4,2	0,54,5,56,16,34,135,20,514,25,14,11	0,0,1,1,0,0,0,0,0,0,0,0	4913.json
1267	4,4	3,3	4,4	1,1	0,1147	0,0	0,0	0,0	0,0	148.json
