Age	SLOCAsItIs	SLOCNoCommentPrettyPrinter	SLOCStandard	isGetterSetter	ChangeDates	NewAdditions	DiffSizes	EditDistances	Buggycommiit	file
1416	8,8,3	8,8,3	8,8,3	0,0,0	0,1,7	0,8,3	0,16,12	0,31,97	0,0,0	4281.json
1063	3	3	3	0	0	0	0	0	0	6491.json
172	3,3,3,3	3,3,3,3	3,3,3,3	0,0,0,0	0,12,14,30	0,0,1,0	0,0,2,0	0,0,20,0	0,0,0,0	4913.json
4372	6,6,6	6,6,6	6,6,6	0,0,0	0,1383,2434	0,0,0	0,0,0	0,15,0	0,0,0	148.json
6061	14,14,14,13,12,9,9,12,12,12,12,12,15,19,19,24,24	12,12,12,11,10,9,9,10,10,10,10,10,13,16,16,21,21	12,12,12,11,10,9,9,10,10,10,10,10,13,16,16,21,21	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,539,623,752,775,829,1199,1203,1746,1746,3072,4120,4194,4343,5246,5410,5442	0,0,2,1,1,1,1,6,0,0,0,0,7,4,0,19,5	0,0,4,3,3,5,2,9,0,0,0,0,11,4,0,33,10	0,56,30,105,115,93,2,147,0,0,0,0,147,76,0,521,55	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	8739.json
160	3,3	3,3	3,3	0,0	0,2	0,2	0,4	0,24	0,0	5081.json
1416	3,3	3,3	3,3	0,0	0,14	0,3	0,6	0,16	0,1	4428.json
1927	4,4	4,4	4,4	0,0	0,1110	0,0	0,0	0,0	0,0	8474.json
42	3,3	3,3	3,3	0,0	0,3	0,1	0,2	0,8	0,0	3721.json
679	13,13	10,10	10,10	0,0	0,0	0,0	0,0	0,0	0,0	8365.json
97	40	33	33	0	0	0	0	0	0	731.json
1110	14,14,14	11,11,11	12,12,12	0,0,0	0,421,422	0,1,1	0,2,2	0,4,18	0,1,1	4623.json
4372	3,3,3	3,3,3	3,3,3	0,0,0	0,1383,2434	0,0,0	0,0,0	0,0,0	0,0,0	183.json
1081	3	3	3	1	0	0	0	0	0	1808.json
4077	3,3,3,3	3,3,3,3	3,3,3,3	0,0,0,0	0,1088,2135,2557	0,0,0,1	0,0,0,2	0,0,0,3	0,0,0,1	5782.json
6426	3,3,3,3,3,3,3,3,3	4,4,3,3,3,3,3,3,3	3,3,3,3,3,3,3,3,3	0,0,0,0,0,0,0,0,0	0,0,46,1323,2110,2111,2111,3437,4485	0,0,1,1,1,3,0,0,0	0,0,2,2,2,6,0,0,0	0,0,42,14,6,17,0,10,0	0,0,0,0,0,0,1,0,0	9386.json
834	3,3	3,3	3,3	0,0	0,17	0,2	0,4	0,15	0,0	1926.json
1063	3,3	3,3	3,3	0,0	0,0	0,0	0,0	0,0	0,1	6513.json
176	5,5	3,3	5,5	1,1	0,6	0,1	0,2	0,5	0,0	4016.json
4077	3,3,3,3	3,3,3,3	3,3,3,3	0,0,0,0	0,1088,2135,4067	0,0,0,1	0,0,0,2	0,0,0,12	0,0,0,0	5586.json
1077	3	3	3	0	0	0	0	0	0	6428.json
2316	3,3,3,3	3,3,3,3	3,3,3,3	0,0,0,0	0,10,100,375	0,2,1,0	0,4,2,0	0,21,5,0	0,0,0,0	6348.json
42	3,3	3,3	3,3	0,0	0,3	0,1	0,2	0,8	0,0	3663.json
5626	38,32,31,31,31,31,32,32,35,35,41,35,35	35,30,30,30,30,30,31,31,34,34,40,34,34	35,30,30,30,30,30,31,31,34,34,40,34,34	0,0,0,0,0,0,0,0,0,0,0,0,0	0,290,346,347,1310,1360,1391,2637,2983,3685,3728,4655,5616	0,23,3,3,1,0,4,0,3,0,9,3,5	0,52,6,6,2,0,7,0,3,0,12,15,10	0,279,55,15,6,0,24,0,371,0,247,490,20	0,0,0,0,0,0,0,0,0,0,1,0,0	9518.json
2554	3,3	3,3	3,3	1,1	0,616	0,0	0,0	0,0	0,0	415.json
6426	3,3,3,3,3,3,3,3,3	4,4,3,3,3,3,3,3,3	3,3,3,3,3,3,3,3,3	0,0,0,0,0,0,0,0,0	0,0,46,1323,2110,2111,2111,3437,4485	0,0,1,1,1,3,0,0,0	0,0,2,2,2,6,0,0,0	0,0,42,14,6,17,0,10,0	0,0,0,0,0,0,1,0,0	9358.json
892	3,3	3,3	3,3	0,0	0,0	0,1	0,2	0,10	0,0	7397.json
42	3	3	3	0	0	0	0	0	0	3421.json
844	10,6,6	9,6,6	9,6,6	0,0,0	0,60,534	0,1,3	0,6,6	0,123,26	0,1,0	4374.json
2732	3,3	3,3	3,3	0,0	0,795	0,0	0,0	0,16	0,0	431.json
2306	3,3,3	3,3,3	3,3,3	0,0,0	0,90,365	0,1,0	0,2,0	0,5,0	0,0,0	6171.json
42	3,3	3,3	3,3	0,0	0,3	0,1	0,2	0,8	0,0	3796.json
42	3	3	3	1	0	0	0	0	0	3575.json
2316	8,8,8	7,7,7	8,8,8	0,0,0	0,375,545	0,0,1	0,0,2	0,0,4	0,0,0	6239.json
892	3,3	3,3	3,3	0,0	0,0	0,1	0,2	0,10	0,0	7359.json
673	4	3	3	1	0	0	0	0	0	7760.json
4842	3,3,3,3	3,3,3,3	3,3,3,3	0,0,0,0	0,575,1853,2901	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	8264.json
5626	11,9,9,9,10,10,12,10	8,9,9,9,10,10,12,10	7,9,9,9,10,10,12,10	0,0,0,0,0,0,0,0	0,282,1360,2637,2983,3685,3728,4655	0,3,0,0,1,0,3,1	0,4,0,0,1,0,4,4	0,28,0,0,115,0,61,142	0,0,0,0,0,0,1,0	9512.json
4367	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	1,1,1,1,1	0,51,51,1378,2429	0,0,0,0,0	0,0,0,0,0	0,0,0,3,0	0,0,1,0,0	1490.json
2316	3,4,4,4	3,3,3,3	3,3,3,3	0,0,0,0	0,10,100,375	0,3,1,0	0,5,2,0	0,20,5,0	0,0,0,0	6364.json
5494	3,6,6,6,6,6,6,6	3,6,6,6,6,6,6,6	3,6,6,6,6,6,6,6	0,0,0,0,0,0,0,0	0,56,687,1178,1178,2505,3552,4678	0,5,0,0,0,0,0,0	0,7,0,0,0,0,0,0	0,90,0,0,0,0,0,0	0,1,0,0,0,0,0,0	9233.json
651	5,5	5,5	5,5	0,0	0,641	0,1	0,2	0,8	0,0	7064.json
5491	9,15,15,15,15,15,6,6,6	9,15,15,15,15,15,6,6,6	9,15,15,15,15,15,6,6,6	0,0,0,0,0,0,0,0,0	0,151,459,775,1174,2502,3366,3553,4328	0,12,1,1,1,0,6,0,1	0,18,2,2,2,0,21,0,2	0,400,80,11,158,0,295,0,6	0,0,0,0,0,0,1,0,0	3018.json
6426	3,3,3,3,3,3	3,3,3,3,3,3	3,3,3,3,3,3	0,0,0,0,0,0	0,0,988,2111,3437,4485	0,0,3,0,0,0	0,0,6,0,0,0	0,0,0,8,0,0	0,0,1,0,0,0	7264.json
1077	3	3	3	0	0	0	0	0	0	6424.json
4283	3,3,3	3,3,3	3,3,3	1,1,1	0,1294,2346	0,0,0	0,0,0	0,0,0	0,0,0	1044.json
3927	17,17,17,17,17	17,17,17,17,17	17,17,17,17,17	0,0,0,0,0	0,938,1986,3110,3510	0,0,0,0,1	0,0,0,0,2	0,0,0,144,20	0,0,0,0,0	9089.json
317	3,3	3,3	3,3	1,1	0,13	0,1	0,2	0,4	0,0	4080.json
1349	3	3	3	0	0	0	0	0	0	333.json
2665	3,3,3	3,3,3	3,3,3	0,0,0	0,64,724	0,3,0	0,6,0	0,21,0	0,0,0	10055.json
4372	3,3,3	3,3,3	3,3,3	0,0,0	0,1383,2434	0,0,0	0,0,0	0,0,0	0,0,0	284.json
1678	9	9	9	0	0	0	0	0	0	5979.json
4952	7,9,9,9	7,8,8,8	6,8,8,8	0,0,0,0	0,679,1963,3015	0,2,0,0	0,3,0,0	0,30,0,22	0,0,0,0	2978.json
1408	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	0,0,0,0,0	0,5,11,947,1398	0,3,3,1,1	0,6,3,2,2	0,31,16,12,12	0,0,0,0,0	4512.json
5807	3,3,3	3,3,3	3,3,3	0,0,0	0,2818,3869	0,0,0	0,0,0	0,0,0	0,0,0	2514.json
671	4,4,4	4,4,4	4,4,4	0,0,0	0,0,52	0,1,1	0,2,2	0,19,15	0,0,0	8668.json
723	3,3	3,3	3,3	1,1	0,13	0,0	0,0	0,0	0,0	5914.json
908	6,6	6,6	6,6	0,0	0,91	0,0	0,0	0,0	0,0	8688.json
6180	14,13,13,13,12,12,12,12,12,12,12,12,12,12,13	11,10,10,10,9,9,9,9,9,9,9,9,9,9,9	11,10,10,10,9,9,9,9,9,9,9,9,9,9,10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,658,742,947,1328,1432,1864,1864,1950,2013,3191,4238,4656,5362	0,4,0,1,1,4,1,0,0,1,1,0,0,1,0	0,9,0,2,3,8,2,0,0,2,2,0,0,2,0	0,86,9,15,91,31,8,0,0,19,3,0,0,6,20	0,0,0,0,1,0,0,0,0,0,0,0,0,1,0	8899.json
2316	22,22,22	18,18,18	22,22,22	0,0,0	0,375,1165	0,0,3	0,0,6	0,0,39	0,0,0	6256.json
892	4	4	4	0	0	0	0	0	0	6961.json
274	6	6	6	0	0	0	0	0	0	8686.json
4076	3,3,3	3,3,3	3,3,3	0,0,0	0,1087,2134	0,0,0	0,0,0	0,0,0	0,0,0	5733.json
160	3,3	3,3	3,3	0,0	0,2	0,2	0,4	0,24	0,0	5395.json
917	17	16	16	0	0	0	0	0	0	8162.json
957	4,4,4,4,4,4	4,4,4,4,4,4	4,4,4,4,4,4	0,0,0,0,0,0	0,27,28,40,41,65	0,4,0,0,0,0	0,8,0,0,0,0	0,16,0,0,0,0	0,0,1,0,0,0	6740.json
6369	10,9,9	9,9,9	10,9,9	0,0,0	0,3380,4432	0,0,0	0,0,0	0,4,0	0,0,0	2605.json
5272	3,3,3	3,3,3	3,3,3	1,1,1	0,2283,3335	0,0,0	0,0,0	0,0,0	0,0,0	2870.json
4372	6,6,6	6,6,6	6,6,6	0,0,0	0,1383,2434	0,0,0	0,0,0	0,0,0	0,0,0	220.json
6277	13,13,12,14,13,13,13,13,13,13,13,13,13	11,11,10,11,10,10,10,10,10,10,10,10,10	11,11,10,11,10,10,10,10,10,10,10,10,10	0,0,0,0,0,0,0,0,0,0,0,0,0	0,110,967,977,989,1136,1961,2889,3288,4050,4335,5359,5460	0,2,2,8,2,0,0,1,0,1,0,1,0	0,4,5,14,5,0,0,2,0,2,0,2,0	0,30,52,204,88,0,0,29,0,12,0,6,0	0,0,0,1,0,0,0,0,0,0,0,0,0	9063.json
6426	3,3,3,3,3,3	3,3,3,3,3,3	3,3,3,3,3,3	0,0,0,0,0,0	0,0,988,2111,3437,4485	0,0,3,0,0,0	0,0,6,0,0,0	0,0,0,8,0,0	0,0,1,0,0,0	7448.json
