Age	SLOCAsItIs	SLOCNoCommentPrettyPrinter	SLOCStandard	isGetterSetter	ChangeDates	NewAdditions	DiffSizes	EditDistances	Buggycommiit	file
1300	3	3	3	1	0	0	0	0	0	148.json
2773	3	3	3	0	0	0	0	0	0	731.json
5167	9,11,11,11,11,11,11	7,9,9,9,9,9,9	9,11,11,11,11,11,11	0,0,0,0,0,0,0	0,1,279,660,665,3043,3080	0,3,0,0,2,4,2	0,4,0,0,4,8,4	0,55,0,0,29,135,2	0,0,0,0,0,0,1	183.json
4572	3,3,3,3,3,3,4,4,4,4,3,3,3	3,3,3,3,3,3,3,3,3,3,3,3,3	3,3,3,3,3,3,3,3,3,3,3,3,3	0,0,0,0,0,0,0,0,0,0,0,0,0	0,4,4,5,6,8,8,12,27,41,62,64,299	0,2,1,1,1,1,4,4,4,1,1,0,1	0,4,2,2,2,2,7,8,8,2,3,0,2	0,23,5,13,31,31,116,10,10,8,68,0,8	0,0,0,0,1,0,0,0,0,0,0,0,0	415.json
2585	8,8	8,8	8,8	0,0	0,1	0,2	0,4	0,38	0,0	431.json
2699	2,2	2,2	2,2	0,0	0,1	0,0	0,0	0,0	0,0	284.json
3964	3,3,3	3,3,3	3,3,3	0,0,0	0,42,42	0,0,0	0,0,0	0,0,0	0,0,0	220.json
3931	13,10,11	12,10,11	12,10,11	0,0,0	0,1,1186	0,0,11	0,3,21	0,84,120	0,0,0	307.json
4568	3,3,3,3,3,3,3,6,6,7,8,9,10	3,3,3,3,3,3,3,5,5,6,7,8,9	3,3,3,3,3,3,3,5,5,6,7,8,9	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,1,60,60,252,267,296,297,596,1441,1446,3416	0,1,1,0,1,0,0,4,1,1,1,1,1	0,2,2,0,2,0,0,5,2,1,1,1,1	0,13,13,0,5,0,0,79,5,26,41,27,99	0,0,0,0,0,0,0,0,0,0,1,1,1	530.json
5167	10,13,13,27,13,13,13,15,15,15,15,16,16,17,23,8,17,5,6,6,6,6,6,18,18,18,18,18,8,8,8,8,8,15,14	10,13,13,24,13,13,13,15,15,15,15,17,17,18,18,5,18,5,5,5,5,5,5,17,16,16,16,17,8,8,8,8,8,14,15	10,13,13,26,13,13,13,15,15,15,15,16,16,17,17,5,17,5,6,6,6,6,6,17,16,16,16,17,8,8,8,8,8,15,14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,168,279,315,343,380,397,501,519,594,596,599,599,600,601,601,603,603,622,637,660,851,866,880,887,894,895,896,1402,1436,1785,2803,2806,3301,4130	0,4,0,19,5,2,0,5,1,1,1,9,1,2,7,1,13,2,5,1,0,0,0,16,1,1,1,1,4,1,4,1,1,8,6	0,5,0,24,24,4,0,8,2,2,2,17,2,3,8,17,17,16,9,2,0,0,0,20,2,2,2,2,18,2,8,2,2,9,13	0,126,0,424,424,38,0,150,31,11,49,223,10,58,189,356,262,283,30,8,0,0,0,308,51,7,27,50,258,7,103,84,13,200,118	0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	526.json
4666	2,2,2,2,2,5,4,4	2,2,2,2,2,2,2,2	2,2,2,2,2,3,3,3	0,0,0,0,0,0,0,0	0,17,98,99,99,102,156,158	0,0,1,1,1,5,0,0	0,0,2,2,2,7,1,0	0,0,38,13,13,82,50,0	0,0,0,0,0,0,0,0	403.json
3131	3,3	3,3	3,3	0,0	0,1007	0,1	0,2	0,18	0,0	577.json
2037	8	8	8	0	0	0	0	0	0	44.json
3964	2,2,2	2,2,2	2,2,2	0,0,0	0,42,42	0,0,0	0,0,0	0,0,0	0,0,0	250.json
5648	3,3,3	3,3,3	3,3,3	1,1,1	0,759,1140	0,0,0	0,0,0	0,0,0	0,0,0	927.json
3952	8,8,8,8,13	8,8,8,8,13	8,8,8,8,13	0,0,0,0,0	0,30,30,1994,2729	0,0,0,1,5	0,0,0,2,5	0,0,0,81,237	0,0,0,0,1	225.json
2109	3	3	3	1	0	0	0	0	0	774.json
2591	3,3	3,3	3,3	0,0	0,467	0,1	0,2	0,2	0,0	719.json
2597	10,4,4,6,6,6,6	8,3,3,4,4,4,4	9,4,4,5,5,5,5	0,0,0,0,0,0,0	0,1,5,13,26,59,62	0,3,1,5,1,1,1	0,12,2,8,2,2,2	0,295,6,96,7,7,14	0,0,0,0,0,0,0	786.json
2620	15	12	12	0	0	0	0	0	0	359.json
2037	3	3	3	0	0	0	0	0	0	47.json
2037	17	17	17	0	0	0	0	0	0	70.json
4273	6,6,6	5,4,4	6,6,6	0,0,0	0,286,2149	0,2,1	0,4,2	0,55,59	0,0,0	564.json
3931	3	3	3	0	0	0	0	0	0	296.json
5167	3,3,3,3,3,3,3,3	3,3,3,3,3,3,3,3	3,3,3,3,3,3,3,3	0,0,0,0,0,0,0,0	0,274,279,660,693,936,974,2570	0,1,0,0,1,1,1,1	0,2,0,0,2,2,2,2	0,3,0,0,7,19,12,33	0,1,0,0,0,0,0,0	753.json
5167	7,7,7,7,11,6,6,6,6,7,7,8,16	6,6,6,6,6,5,5,5,5,5,5,7,13	7,7,7,7,8,6,6,6,6,7,7,8,13	0,0,0,0,0,0,0,0,0,0,0,0,0	0,279,397,434,599,622,658,660,888,894,2036,2422,3866	0,0,0,2,7,4,1,0,0,1,1,8,10	0,0,0,4,10,11,2,0,0,2,2,15,12	0,0,0,21,115,212,8,0,0,15,11,73,383	0,0,0,0,0,0,0,0,0,0,1,0,1	578.json
2037	4	4	4	0	0	0	0	0	0	115.json
5167	3,3,3,10,4,5,4,10,4	3,3,3,7,3,5,3,7,3	3,3,3,8,3,5,3,8,4	0,0,0,0,0,0,0,0,0	0,279,660,1002,1402,1405,1419,1509,1884	0,0,0,10,2,1,1,8,2	0,0,0,13,10,7,2,10,10	0,0,0,248,196,55,58,197,203	0,0,0,1,0,0,0,0,1	797.json
2677	3	3	3	0	0	0	0	0	0	327.json
4666	33,39,27,27,29,31,31,33,9,9,10,10	27,34,22,22,24,24,24,20,7,7,8,8	32,38,26,26,27,27,27,27,7,7,8,8	0,0,0,0,0,0,0,0,0,0,0,0	0,17,64,99,99,158,158,207,207,1873,2045,2084	0,22,19,1,27,2,5,16,3,2,2,1	0,38,50,2,52,2,10,28,30,4,3,2	0,382,861,6,157,93,223,285,913,6,99,17	0,0,0,0,0,0,0,0,0,1,0,1	381.json
2875	4	3	4	0	0	0	0	0	0	489.json
4564	3,3	3,3	3,3	0,0	0,56	0,0	0,0	0,0	0,0	131.json
6577	3,3,3	3,3,3	3,3,3	0,0,0	0,1688,2069	0,0,0	0,0,0	0,0,0	0,0,0	890.json
1280	3	3	3	0	0	0	0	0	0	185.json
5167	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	0,0,0,0,0	0,279,660,1002,1884	0,0,0,3,1	0,0,0,6,2	0,0,0,60,49	0,0,0,1,1	798.json
2875	5,6	5,6	5,6	0,0	0,130	0,6	0,11	0,48	0,0	505.json
4386	3	3	3	0	0	0	0	0	0	193.json
6559	4,4,4	4,4,4	4,4,4	0,0,0	0,1670,2051	0,0,0	0,0,0	0,0,0	0,0,0	935.json
